"ensembl_gene_id","external_gene_name","gene_biotype","description","log2FoldChange","padj","baseMean"
"ENSG00000260081","MRFAP1P1","transcribed_processed_pseudogene","MRFAP1 pseudogene 1 [Source:HGNC Symbol;Acc:HGNC:55909]",-1.30938699069572,5.73825199852856e-06,88.1435144619366
"ENSG00000257935","LHX5-AS1","lncRNA","LHX5 antisense RNA 1 [Source:HGNC Symbol;Acc:HGNC:49570]",-1.4275779672366,6.88796115108918e-06,271.005972882655
"ENSG00000258072","","transcribed_processed_pseudogene","programmed cell death 2 (PDCD2) pseudogene",1.56049052045743,8.88179902880825e-06,70.3739507224831
"ENSG00000196922","ZNF252P","transcribed_unprocessed_pseudogene","zinc finger protein 252, pseudogene [Source:HGNC Symbol;Acc:HGNC:13046]",1.38873098260478,9.62996995869681e-06,555.349555779583
"ENSG00000255389","","lncRNA","chromosome 6 open reading frame 3",-1.08046047460029,1.05817624742709e-05,141.30995520186
"ENSG00000247934","","lncRNA","novel transcript, antisense to CCDC91",1.72063695328195,1.08155666365934e-05,103.056331333024
"ENSG00000272734","ADIRF-AS1","lncRNA","ADIRF antisense RNA 1 [Source:HGNC Symbol;Acc:HGNC:45127]",-1.50058983671579,1.08155666365934e-05,153.510630148521
"ENSG00000225125","RANP4","transcribed_processed_pseudogene","RAN pseudogene 4 [Source:HGNC Symbol;Acc:HGNC:39859]",-1.45977488537603,1.2212584610189e-05,63.6779197839223
"ENSG00000099251","HSD17B7P2","transcribed_unprocessed_pseudogene","hydroxysteroid 17-beta dehydrogenase 7 pseudogene 2 [Source:HGNC Symbol;Acc:HGNC:28120]",2.70447955001573,1.5939662481861e-05,33.2273033032238
"ENSG00000261227","","lncRNA","novel transcript",-2.89631344861653,2.1657166414163e-05,16.6285063673608
"ENSG00000261211","","lncRNA","novel transcript",2.22410625359006,2.72251166565126e-05,55.1074403008082
"ENSG00000255372","","lncRNA","novel transcript",-3.3008115547491,3.62650970717942e-05,13.7001211457612
"ENSG00000255310","","lncRNA","novel transcript",1.61610284075937,4.03418150423886e-05,200.716787939468
"ENSG00000203644","","lncRNA","novel transcript, sense intronic to TMCC1",1.62950549618696,5.79723608854227e-05,48.3443893558965
"ENSG00000268751","SCGB1B2P","lncRNA","secretoglobin family 1B member 2, pseudogene [Source:HGNC Symbol;Acc:HGNC:20741]",1.56250034248253,6.54468141681724e-05,64.6881115074843
"ENSG00000250829","","lncRNA","novel transcript",-1.32459337547652,6.61906691252905e-05,90.1025682545608
"ENSG00000215237","","transcribed_unprocessed_pseudogene","chromosome 4 open reading frame 27 (C4orf27) pseudogene",-1.20494791426485,7.14980071014145e-05,72.2937476859942
"ENSG00000287766","","lncRNA","novel transcript",-1.39709156305934,7.62974348267287e-05,76.1774699048169
"ENSG00000287900","","lncRNA","novel transcript",1.19990747216268,8.31772364594305e-05,114.011990278901
"ENSG00000273812","LINC02970","lncRNA","long intergenic non-protein coding RNA 2970 [Source:HGNC Symbol;Acc:HGNC:56010]",2.2627964237564,8.81143239241462e-05,21.0561744557336
"ENSG00000204055","IER5L-AS1","lncRNA","IER5L antisense RNA 1 [Source:HGNC Symbol;Acc:HGNC:55825]",-1.4968405818069,0.000159844635955534,121.817076476621
"ENSG00000230359","TPI1P2","transcribed_processed_pseudogene","triosephosphate isomerase 1 pseudogene 2 [Source:HGNC Symbol;Acc:HGNC:38069]",2.29255460283589,0.000187028078442365,29.7485484822846
"ENSG00000232044","SILC1","lncRNA","sciatic injury induced lincRNA upregulator of SOX11 [Source:HGNC Symbol;Acc:HGNC:26403]",1.03732939186104,0.000198554901527652,335.935850918171
"ENSG00000210100","MT-TI","Mt_tRNA","mitochondrially encoded tRNA-Ile (AUU/C) [Source:HGNC Symbol;Acc:HGNC:7488]",-1.25563286884626,0.000219184929364341,83.6182755170327
"ENSG00000215105","TTC3P1","transcribed_processed_pseudogene","tetratricopeptide repeat domain 3 pseudogene 1 [Source:HGNC Symbol;Acc:HGNC:23318]",1.07067903192378,0.000220821625692959,1227.34719706201
"ENSG00000272983","","lncRNA","novel transcript",2.04599865562564,0.000226955966354753,33.7786255095311
"ENSG00000223749","MIR503HG","lncRNA","MIR503 host gene [Source:HGNC Symbol;Acc:HGNC:28258]",-1.90943878083568,0.00023476545490075,38.9447581621413
"ENSG00000287740","","lncRNA","novel transcript",3.28731739484328,0.000241467168114188,18.3478815408964
"ENSG00000213839","TMX2P1","transcribed_processed_pseudogene","thioredoxin related transmembrane protein 2 pseudogene 1 [Source:HGNC Symbol;Acc:HGNC:49916]",1.29057341327497,0.000245865423196143,109.378967416576
"ENSG00000253500","","lncRNA","novel transcript, antisense to CNBD1",5.07496526792125,0.000248531988147351,10.8051145462924
"ENSG00000256443","","lncRNA","novel transcript",-1.37517560303991,0.000251632567912103,60.777877607379
"ENSG00000283930","PLD5P1","protein_coding","PLD5 pseudogene 1 [Source:HGNC Symbol;Acc:HGNC:55072]",2.56456782629732,0.000255437216297161,21.7413223923713
"ENSG00000249096","LINC02362","lncRNA","long intergenic non-protein coding RNA 2362 [Source:HGNC Symbol;Acc:HGNC:53284]",-3.12331701502772,0.00027669992800318,13.7531425745122
"ENSG00000210049","MT-TF","Mt_tRNA","mitochondrially encoded tRNA-Phe (UUU/C) [Source:HGNC Symbol;Acc:HGNC:7481]",-1.19509246598682,0.000283204767355763,192.320842460421
"ENSG00000236514","ZNF248-AS1","lncRNA","ZNF248 antisense RNA 1 [Source:HGNC Symbol;Acc:HGNC:56681]",6.11014367866234,0.000292350665511808,5.99738092135546
"ENSG00000286427","","lncRNA","novel transcript",2.54865339403424,0.00030947341480641,21.5837237765648
"ENSG00000259098","","transcribed_processed_pseudogene","zinc finger, CCHC domain containing 2 (ZCCHC2) pseudogene",5.62355752031761,0.000335327142073883,8.47824224617536
"ENSG00000277938","","lncRNA","novel transcript",-1.10298034340747,0.00033556520327866,75.3503295945069
"ENSG00000196593","ANKRD20A19P","transcribed_unprocessed_pseudogene","ankyrin repeat domain 20 family member A19, pseudogene [Source:HGNC Symbol;Acc:HGNC:42737]",-2.2442439772644,0.000337791243375353,19.4293042327804
"ENSG00000203709","MIR29B2CHG","lncRNA","MIR29B2 and MIR29C host gene [Source:HGNC Symbol;Acc:HGNC:32018]",-1.2572403308975,0.000392459915667169,129.76239943339
"ENSG00000273437","","lncRNA","novel transcript",-1.51342488771615,0.00040077498132433,35.2817154351623
"ENSG00000183935","HTR7P1","transcribed_processed_pseudogene","5-hydroxytryptamine receptor 7 pseudogene 1 [Source:HGNC Symbol;Acc:HGNC:30411]",1.37632078455365,0.000413329028960872,66.4845225813779
"ENSG00000272321","","lncRNA","novel transcript, antisense to STK3",-1.29461153179765,0.00042272604347508,74.9244868875234
"ENSG00000287978","","lncRNA","novel transcript",-1.83216600490605,0.000431714273883107,26.7630183293223
"ENSG00000279861","","TEC","TEC",-1.39203883840115,0.000457618439007329,64.885521790578
"ENSG00000258744","","lncRNA","novel transcript, antisense to CMA1",1.67209968000325,0.000473080950735182,52.4990848333502
"ENSG00000269091","ZNF473-AS1","lncRNA","ZNF473 antisense RNA 1 [Source:HGNC Symbol;Acc:HGNC:58330]",2.17663639763773,0.000525582782419515,18.271755764037
"ENSG00000272476","","lncRNA","novel transcript, antisense to SEC63",2.03649461810736,0.000535335524265655,22.548077897939
"ENSG00000260633","","lncRNA","novel transcript",-1.51323820614042,0.000546823560085165,53.2691947922837
"ENSG00000256073","URB1-AS1","lncRNA","URB1 antisense RNA 1 (head to head) [Source:HGNC Symbol;Acc:HGNC:23128]",1.39317048436161,0.000570507721608736,51.1932013025793
"ENSG00000261026","","lncRNA","novel transcript, overlapping to EGR3",-3.45691474986323,0.000584254674298704,10.2608364234271
"ENSG00000263731","","lncRNA","novel transcript",1.21087873481492,0.000606461791216762,79.6661573284814
"ENSG00000287088","","lncRNA","novel transcript, antisense to TSPEAR",1.8481704870845,0.000610658553038345,29.7740671823549
"ENSG00000269918","","lncRNA","novel transcript",1.58936115703759,0.000617689894071066,92.48792700996
"ENSG00000255121","CENATAC-DT","lncRNA","CENATAC divergent transcript [Source:HGNC Symbol;Acc:HGNC:54215]",1.98782173644436,0.000639797846296182,40.3754005127498
"ENSG00000269883","","lncRNA","novel transcript, antisense to ZDHHC22",-2.13991780499187,0.000737215338701235,20.4430994182467
"ENSG00000226200","SGMS1-AS1","lncRNA","SGMS1 antisense RNA 1 [Source:HGNC Symbol;Acc:HGNC:49683]",1.32583047680611,0.000745958444325981,170.690949490929
"ENSG00000265907","LPIN2-AS1","lncRNA","LPIN2 antisense RNA 1 [Source:HGNC Symbol;Acc:HGNC:58311]",1.83082407516773,0.000886918599246599,27.8626365167699
"ENSG00000251669","FAM86EP","transcribed_unprocessed_pseudogene","family with sequence similarity 86 member E, pseudogene [Source:HGNC Symbol;Acc:HGNC:28017]",1.71944686227605,0.000893767388881371,53.5951261500739
"ENSG00000285525","","lncRNA","novel transcript",5.19991876674494,0.000937793604677292,11.688379466932
"ENSG00000214189","ZNF788P","transcribed_unprocessed_pseudogene","zinc finger family member 788, pseudogene [Source:HGNC Symbol;Acc:HGNC:33112]",-1.86475955291216,0.0010250666772479,26.7797980931323
"ENSG00000254547","ANKRD33BP6","unprocessed_pseudogene","ANKRD33B pseudogene 6 [Source:HGNC Symbol;Acc:HGNC:56298]",5.74470287955108,0.0010345165555939,4.66252841372676
"ENSG00000238286","SLC35E1P1","processed_pseudogene","solute carrier family 35 member E1 pseudogene 1 [Source:HGNC Symbol;Acc:HGNC:42046]",1.69578777262746,0.00112668733254458,24.6440313262806
"ENSG00000267127","","protein_coding","novel protein",-1.49504321476455,0.00114603252052822,59.5331497199571
"ENSG00000287985","","lncRNA","novel transcript",5.68990576024468,0.00119902731784378,4.48342208422973
"ENSG00000272540","","lncRNA","novel transcript, antisense to TUBB",-1.16161134612197,0.00122891673437689,124.457377393902
"ENSG00000278962","","TEC","TEC",-1.10697140720085,0.00126631149484093,154.909104824535
"ENSG00000285473","","lncRNA","novel transcript",2.58153352868968,0.00138767209132705,17.4322848477881
"ENSG00000279254","","TEC","TEC",1.58251293012608,0.00138827044691545,38.7052346640457
"ENSG00000255136","TPBGL-AS1","lncRNA","TPBGL antisense RNA 1 [Source:HGNC Symbol;Acc:HGNC:55506]",-1.10035062569152,0.00141649205849658,103.871966487551
"ENSG00000187870","RNFT1P3","unprocessed_pseudogene","ring finger protein, transmembrane 1 pseudogene 3 [Source:HGNC Symbol;Acc:HGNC:44389]",-3.62160858941352,0.00153929671667749,7.48073577490826
"ENSG00000233170","","transcribed_processed_pseudogene","chromosome X open reading frame 56 (CXorf56) pseudogene",1.63976206294908,0.00160108487757816,30.2936763758791
"ENSG00000286873","","lncRNA","novel transcript",1.90130602350971,0.00160935653422626,46.2331427785686
"ENSG00000275198","LINC02960","lncRNA","long intergenic non-protein coding RNA 2960 [Source:HGNC Symbol;Acc:HGNC:55985]",1.42928522440398,0.00166149150832414,44.5426525074761
"ENSG00000271009","","lncRNA","novel transcript",-1.7514317801492,0.00173648290450706,31.1482620697828
"ENSG00000237438","CECR7","transcribed_unprocessed_pseudogene","cat eye syndrome chromosome region, candidate 7 [Source:HGNC Symbol;Acc:HGNC:1845]",-2.38460480573501,0.00176519342012801,13.294036111735
"ENSG00000287001","","lncRNA","novel transcript",3.64175334150454,0.00183798322113176,8.46398561726379
"ENSG00000268379","","transcribed_processed_pseudogene","pentatricopeptide repeat domain 3 pseudogene",1.59269785990488,0.00184749976832764,30.1757288364827
"ENSG00000223838","","lncRNA","novel transcript",-1.52873563261358,0.00194716553820896,29.2286207159856
"ENSG00000180458","","lncRNA","novel transcript, antisense to ZNF793",1.37370616990912,0.0019621940858013,47.982749174089
"ENSG00000243694","LINC02027","lncRNA","long intergenic non-protein coding RNA 2027 [Source:HGNC Symbol;Acc:HGNC:52862]",3.86914750720308,0.00198418987383754,9.62143601467817
"ENSG00000224149","LHX8-AS1","lncRNA","LHX8 antisense RNA 1 [Source:HGNC Symbol;Acc:HGNC:41213]",1.98381508537258,0.0020299628983697,19.4203647065173
"ENSG00000267133","","lncRNA","novel transcript",5.66383456522771,0.00205606516381317,4.41284908083406
"ENSG00000277738","","lncRNA","novel transcript",-3.10446190157734,0.00226804211376108,9.59780696089866
"ENSG00000225675","LRP8-DT","lncRNA","LRP8 divergent transcript [Source:HGNC Symbol;Acc:HGNC:52561]",2.40783746514991,0.00254452193517392,11.9587994100557
"ENSG00000260219","CD2BP2-DT","lncRNA","CD2BP2 divergent transcript [Source:HGNC Symbol;Acc:HGNC:53029]",1.43887365429501,0.00263360465019341,37.6680634646164
"ENSG00000231770","TMEM44-AS1","lncRNA","TMEM44 antisense RNA 1 [Source:HGNC Symbol;Acc:HGNC:44272]",1.33626691282992,0.0026678056859556,88.2760772711783
"ENSG00000217643","PTGES3P2","transcribed_processed_pseudogene","prostaglandin E synthase 3 pseudogene 2 [Source:HGNC Symbol;Acc:HGNC:43822]",1.99535404523449,0.00272178082641494,17.9442026411454
"ENSG00000250770","","transcribed_unprocessed_pseudogene","tetraspanin 11 (TSPAN11) pseudogene",-1.20074143761613,0.00282848171710661,48.3641164017609
"ENSG00000196381","ZNF781","transcribed_unprocessed_pseudogene","zinc finger protein 781 [Source:HGNC Symbol;Acc:HGNC:26745]",1.63802387297741,0.00285460352624794,47.8614458164746
"ENSG00000242828","","lncRNA","novel transcript",3.90527253836777,0.00286806760292772,7.42154063470648
"ENSG00000253706","","lncRNA","novel transcript, antisense to PI15",1.90271865407284,0.00291565880361157,20.7725759495339
"ENSG00000268518","MYREM","lncRNA","MYBPC2 cis regulating lncRNA enhancer of myogenesis [Source:HGNC Symbol;Acc:HGNC:56685]",-3.67971913707754,0.00297229383667974,7.67465307559777
"ENSG00000203706","SERTAD4-AS1","lncRNA","SERTAD4 antisense RNA 1 [Source:HGNC Symbol;Acc:HGNC:32019]",-1.52100250949144,0.00306966158696139,35.4280333503372
"ENSG00000285407","","lncRNA","novel transcript",1.2138477414668,0.0031323446709993,50.9878136502139
"ENSG00000178146","GK4P","processed_pseudogene","glycerol kinase 4 pseudogene [Source:HGNC Symbol;Acc:HGNC:4295]",1.18764783636519,0.00317986943055362,53.0128959983789
"ENSG00000279137","","TEC","tec",-1.82643558007907,0.00326391252908022,21.0613658273236
"ENSG00000279288","","TEC","tec",-1.27313081032066,0.00341224703897163,34.2255716240312
"ENSG00000254533","","lncRNA","novel transcript",4.93113208730459,0.00373181386295815,5.3065144919834
"ENSG00000260274","","lncRNA","novel transcript",2.01180804034289,0.00384639492270899,19.8217764066595
"ENSG00000234685","NUS1P2","transcribed_processed_pseudogene","NUS1 pseudogene 2 [Source:HGNC Symbol;Acc:HGNC:38473]",1.25745527074616,0.00386211335693561,35.7982234692863
"ENSG00000273026","","lncRNA","novel transcript, antisense to SLC39A1",2.31845322530546,0.00389825386413469,15.0156646580119
"ENSG00000279878","","TEC","novel transcript",-1.81417162713165,0.0039476647425905,22.2223336949485
"ENSG00000260232","PWRN4","lncRNA","Prader-Willi region non-protein coding RNA 4 [Source:HGNC Symbol;Acc:HGNC:49130]",1.73124036597363,0.00398319269723379,25.1726044053707
"ENSG00000224810","","lncRNA","novel transcript (LOC149157)",5.09012337963065,0.00403423825741006,5.9241350389157
"ENSG00000286964","","lncRNA","novel transcript",1.19983229690301,0.00404984032209567,45.8400113388328
"ENSG00000280417","","TEC","TEC",3.36513512554819,0.00405892117712714,8.80841080317174
"ENSG00000260233","ZNRD2-DT","lncRNA","ZNRD2 divergent transcript [Source:HGNC Symbol;Acc:HGNC:27384]",-1.02913832210521,0.00426575074672926,59.0882935508855
"ENSG00000286608","","lncRNA","novel transcript",-1.97193664756809,0.00431323786826933,21.3136646175973
"ENSG00000198580","","transcribed_unprocessed_pseudogene","zinc finger protein pseudogene",1.10281855087848,0.00471612876533855,56.9885860831743
"ENSG00000279198","","TEC","TEC",-1.11759763555611,0.00483767814210938,58.8383559351664
"ENSG00000178631","ACTG1P1","transcribed_processed_pseudogene","actin gamma 1 pseudogene 1 [Source:HGNC Symbol;Acc:HGNC:146]",1.41706477665632,0.00489278021206802,35.1660798671705
"ENSG00000275964","","lncRNA","novel transcript",1.01995452923709,0.00498778794126668,59.7607870948892
"ENSG00000249572","TARS1-DT","lncRNA","TARS1 divergent transcript [Source:HGNC Symbol;Acc:HGNC:55565]",1.51898360849242,0.0051992857125,34.7196616742735
"ENSG00000288061","","lncRNA","novel transcript, antisense to HSPA8and CLMP",-1.39487259371389,0.00525140403372382,29.2194283284223
"ENSG00000286115","","lncRNA","novel transcript",3.83233336676251,0.00529378954894724,7.2433552837432
"ENSG00000183604","SMG1P5","transcribed_unprocessed_pseudogene","SMG1 pseudogene 5 [Source:HGNC Symbol;Acc:HGNC:49862]",-1.15619328664276,0.00532422898094755,40.7336347362654
"ENSG00000213997","PGAM1P7","processed_pseudogene","phosphoglycerate mutase 1 pseudogene 7 [Source:HGNC Symbol;Acc:HGNC:42454]",2.93868376294164,0.00532701877815297,8.20471147099212
"ENSG00000286123","","lncRNA","novel transcript",1.13327186233531,0.00535083926600218,43.6306842398345
"ENSG00000226445","THBS2-AS1","lncRNA","THBS2 antisense RNA 1 [Source:HGNC Symbol;Acc:HGNC:56059]",1.23732032749579,0.00535745536842017,36.9590824923998
"ENSG00000282870","FRG1DP","transcribed_unprocessed_pseudogene","FSHD region gene 1 family member D, pseudogene [Source:HGNC Symbol;Acc:HGNC:51763]",2.20926101406721,0.00561261138136628,11.4429363384818
"ENSG00000226465","","lncRNA","novel transcript",1.46408165007613,0.0059667978125904,24.0907232872276
"ENSG00000270872","SRGAP2D","transcribed_unprocessed_pseudogene","SLIT-ROBO Rho GTPase activating protein 2D (pseudogene) [Source:HGNC Symbol;Acc:HGNC:43932]",-2.40836935812041,0.00678647740986803,13.1278785864484
"ENSG00000288048","","lncRNA","novel transcript",1.35637026122969,0.00702485757543264,26.2367579376801
"ENSG00000263729","","processed_pseudogene","microtubule associated serine/threonine kinase 2 (MAST2) pseudogene",-4.76012916204193,0.00719589708267363,4.22922830209828
"ENSG00000230185","HSDL2-AS1","lncRNA","HSDL2 antisense RNA 1 [Source:HGNC Symbol;Acc:HGNC:31438]",1.75510036387455,0.00726746333829341,19.2744121235338
"ENSG00000221990","EXOC3-AS1","lncRNA","EXOC3 antisense RNA 1 [Source:HGNC Symbol;Acc:HGNC:25175]",1.1040257683812,0.00742461599001732,85.5442961988724
"ENSG00000179101","H3P47","processed_pseudogene","H3 histone pseudogene 47 [Source:HGNC Symbol;Acc:HGNC:54475]",-1.59765682100679,0.00755574121584885,18.0627974752522
"ENSG00000271888","JARID2-DT","lncRNA","JARID2 divergent transcript [Source:HGNC Symbol;Acc:HGNC:55240]",1.55464853815424,0.00756768276638961,30.655934070331
"ENSG00000171084","FAM86JP","transcribed_unprocessed_pseudogene","family with sequence similarity 86 member J, pseudogene [Source:HGNC Symbol;Acc:HGNC:44097]",1.2748275456605,0.00764483951192178,40.0641699199576
"ENSG00000288551","","lncRNA","novel transcript, antisense to SHPRH",2.43977303970058,0.007675367072246,12.0393651349111
"ENSG00000288577","","lncRNA","novel transcript",1.4201540013947,0.00803206320012251,30.8770797776867
"ENSG00000237863","IRS4-AS1","lncRNA","IRS4 antisense RNA 1 [Source:HGNC Symbol;Acc:HGNC:55650]",-1.10277173278729,0.00811504056136668,58.1147395745313
"ENSG00000280401","","TEC","TEC",-1.56692507081372,0.00811613286070611,38.5686514584982
"ENSG00000274184","","lncRNA","novel transcript, antisense to ZSCAN30",-1.66202374972809,0.00823977064826356,17.06207658324
"ENSG00000269559","","lncRNA","novel transcript, antisense to MTHFD2L",3.32488207729961,0.00863256605972155,6.94035223896456
"ENSG00000260249","","lncRNA","novel transcript, antisense to SNX20",-1.65762322031012,0.0088361591516562,17.9420677138409
"ENSG00000236296","GUSBP5","transcribed_processed_pseudogene","GUSB pseudogene 5 [Source:HGNC Symbol;Acc:HGNC:42319]",2.08840817198668,0.00884452950658441,14.1336968179691
"ENSG00000250658","","lncRNA","novel transcript",-1.71927112096654,0.00886511339196256,15.1480099327586
"ENSG00000260101","AFTPH-DT","lncRNA","AFTPH divergent transcript [Source:HGNC Symbol;Acc:HGNC:52788]",1.42283297425145,0.00897358998396867,23.1074626789349
"ENSG00000264860","","lncRNA","novel transcript",-4.06724003840089,0.00930076819371492,5.04370995658893
"ENSG00000233854","POU6F2-AS2","lncRNA","POU6F2 antisense RNA 2 [Source:HGNC Symbol;Acc:HGNC:21887]",2.7232278674638,0.00958419200727534,9.43490398532718
